url,codigo,nome,nome_ingles,nome_cientifico,grupo,marca,Energia (kJ),Energia (kcal),Umidade (g),Carboidrato total (g),Carboidrato disponível (g),Proteína (g),Lipídios (g),Fibra alimentar (g),Álcool (g),Cinzas (g),Colesterol (mg),Ácidos graxos saturados (g),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos trans (g),Cálcio (mg),Ferro (mg),Sódio (mg),Magnésio (mg),Fósforo (mg),Potássio (mg),Zinco (mg),Cobre (mg),Selênio (mcg),Vitamina A (RE) (mcg),Vitamina A (RAE) (mcg),Vitamina D (mcg),Alfa-tocoferol (Vitamina E) (mg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B6 (mg),Vitamina B12 (mcg),Vitamina C (mg),Equivalente de folato (mcg),Sal de adição (g),Açúcar de adição (g),Colesterol (g),Gordura de adição (g),Proteína animal (g),Proteína vegetal (g)
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0053F,C0053F,"Carne, boi, acém, crua","Meat, beef, neck/chuck eye, raw",Bos taurus ,Carnes e derivados,,556,132,"72,8","1,38","1,38","19,4","5,45","0,00","0,00","0,94","55,7","2,75","2,35","0,15","0,14","3,66","1,64","49,2","13,7",150,235,"5,77","0,06",NA,"2,25","2,25","0,07","0,12","0,14","0,17","3,33","0,02","2,81","0,00","2,74","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0054F,C0054F,"Carne, boi, acém, moída, crua","Meat, beef, neck/chuck eye, ground, raw",Bos taurus ,Carnes e derivados,,532,132,"72,8","0,00","0,00","19,4","5,45","0,00","0,00","0,94","55,7","2,75","2,35","0,15","0,14","3,66","1,64","49,2","13,7",150,235,"5,77","0,06","3,39","2,25","2,25","0,07","0,12","0,14","0,17","3,33","0,02","2,81","0,00","2,74","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0245F,C0245F,"Carne, boi, acém, moída, refogada (c/ óleo, cebola e alho), c/ sal","Meat, beef, neck/chuck eye, braised (with oil, garlic and onion), with salt", ,Carnes e derivados,,891,213,"59,7","0,71","0,58","25,5","12,1","0,13","0,00","2,06","72,3","4,33","4,21","3,17","0,21","5,79","2,15",263,"18,6",199,320,"7,52","0,09","4,43","2,63","2,63","0,08","0,62","0,13","0,21","3,89","0,02","3,29","0,41","4,11","0,50","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0244F,C0244F,"Carne, boi, acém, moída, refogada (c/ óleo, cebola e alho), s/ sal","Meat, beef, neck/chuck eye, braised (with oil, garlic and onion), unsalted", ,Carnes e derivados,,905,216,"59,7","0,93","0,80","25,9","12,2","0,13","0,00","1,27","72,9","4,37","4,24","3,20","0,21","5,64","2,17","64,6","18,8",201,323,"7,58","0,09","4,47","2,65","2,65","0,09","0,63","0,13","0,22","3,93","0,02","3,31","0,42","4,14","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0654F,C0654F,"Carne, boi, acém, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal","Meat, beef, chuck, without fat, breaded (egg and breadcrumbs), fried (with soy oil), with salt",Bos taurus ,Carnes e derivados,,1098,263,"49,8","7,94","7,46","23,8","15,2","0,48","0,00","1,73",104,"4,61","4,91","5,18","0,20","12,6","2,70",286,"22,1",195,270,"6,65","0,12","9,61","19,1","19,0","0,29","0,48","0,15","0,23","3,36","0,02","2,87",tr,"17,2","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0653F,C0653F,"Carne, boi, acém, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal","Meat, beef, chuck, without fat, breaded (egg and breadcrumbs), fried (with soy oil), unsalted",Bos taurus ,Carnes e derivados,,1103,264,"50,0","7,98","7,50","24,0","15,3","0,48","0,00","1,28",104,"4,63","4,94","5,21","0,20","12,5","2,71",107,"22,2",196,272,"6,68","0,12","9,66","19,2","19,1","0,29","0,48","0,15","0,23","3,38","0,02","2,88",tr,"17,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0309F,C0309F,"Carne, boi, acém, s/ gordura, cozida, c/ batata, c/ sal","Meat, beef, chuck, without fat, cooked, with potato, with salt", ,Carnes e derivados,,690,165,"67,6","4,78","4,21","18,3","8,19","0,56","0,00","1,16","69,4","3,75","2,66","0,86","0,20","6,58","1,62",217,"11,8",117,248,"5,26","0,07","0,09","0,00","0,00","1,80","0,18","0,02","0,03","1,06","0,08","1,74","1,58","5,77","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0308F,C0308F,"Carne, boi, acém, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Meat, beef, chuck, without fat, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt",Bos taurus ,Carnes e derivados,,763,183,"64,8","1,82","1,32","22,2","9,74","0,50","0,00","1,45","85,4","4,56","3,20","0,85","0,24","8,07","1,99",303,"14,7",138,263,"6,43","0,08","0,07","26,7","13,4","2,22","0,27","0,02","0,04","1,30","0,07","2,14","3,98","7,48","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0306F,C0306F,"Carne, boi, acém, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal","Meat, beef, chuck, whitout fat, cooked, with oil, onion and garlic, with salt", ,Carnes e derivados,,887,212,"60,0","1,28","1,16","26,0","11,4","0,12","0,00","1,27",101,"5,39","3,77","0,94","0,29","7,62","2,27",233,"14,5",159,255,"7,59","0,08","0,03","0,00","0,00","2,63","0,20","0,00","0,04","1,55","0,08","2,55","0,41","5,67","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0307F,C0307F,"Carne, boi, acém, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal","Meat, beef, chuck, whitout fat, cooked, with oil, onion and garlic, unsalted", ,Carnes e derivados,,892,213,"60,2","1,35","1,21","26,1","11,5","0,14","0,00","0,83",101,"5,41","3,80","1,01","0,29","7,59","2,27","53,5","14,5",159,256,"7,59","0,08","0,03","0,00","0,00","2,63","0,21","0,00","0,04","1,55","0,08","2,55","0,45","5,74","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0516F,C0516F,"Carne, boi, acém, s/ gordura, cozida, c/ pequi, pimentão, c/ óleo, cebola e alho, c/ noz moscada, c/ pimenta do reino, c/ sal","Meat, beef, chuck, cooked, with pequi, bell pepper, with oil, onion and garlic, with nutmeg, with black pepper, with salt", ,Carnes e derivados,,895,215,"61,4","3,76","1,90","19,7","13,9","1,86","0,00","1,21","90,7","6,11","4,32","1,41","0,22","14,7","1,85",219,"17,2",125,233,"5,72","0,12","0,06",165,"82,7","1,94","0,32","0,03","0,09","1,48","0,08","1,88","11,5","7,82","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0517F,C0517F,"Carne, boi, acém, s/ gordura, cozida, c/ pequi, pimentão, c/ óleo, cebola e alho, c/ noz moscada, c/ pimenta do reino, s/ sal","Meat, beef, chuck, cooked, with pequi, bell pepper, with oil, onion and garlic, with nutmeg, with black pepper, unsalted", ,Carnes e derivados,,896,215,"61,9","3,78","1,91","19,7","13,9","1,87","0,00","0,77","90,7","6,11","4,32","1,41","0,22","15,3","1,86","39,7","17,3",125,235,"5,72","0,12","0,06",167,"83,6","1,94","0,32","0,03","0,09","1,48","0,08","1,88","11,6","8,14","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0026F,C0026F,"Carne, boi, acém, s/ gordura, cozida, s/ óleo, s/ sal","Meat, beef, chuck, without fat, cooked, without oil, unsalted",Bos taurus ,Carnes e derivados,,877,210,"60,4","0,63","0,63","27,3","10,9","0,00","0,00","0,83",106,"5,50","3,70","0,30","0,30","7,11","2,37","56,2","14,4",164,254,"7,97","0,07",NA,tr,tr,"2,77","0,06",tr,"0,04","1,63","0,07","2,68","0,00","5,31","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0652F,C0652F,"Carne, boi, acém, s/ gordura, frita (c/ óleo de soja), c/ sal","Meat, beef, chuck, without fat, fried (with soy oil), with salt",Bos taurus ,Carnes e derivados,,1080,259,"56,4","0,00","0,00","24,4","18,0","0,00","0,00","1,22","94,5","5,61","6,07","5,05","0,26","3,80","2,44",227,"15,6",150,234,"7,42","0,08","4,25",tr,tr,"0,10","1,03",tr,"0,29","1,61",tr,"2,54","0,00","2,84","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0651F,C0651F,"Carne, boi, acém, s/ gordura, frita (c/ óleo de soja), s/ sal","Meat, beef, chuck, without fat, fried (with soy oil), unsalted",Bos taurus ,Carnes e derivados,,1085,261,"56,7","0,00","0,00","24,6","18,0","0,00","0,00","0,77","94,9","5,63","6,10","5,08","0,26","3,70","2,45","48,2","15,7",151,235,"7,45","0,08","4,27",tr,tr,"0,10","1,03",tr,"0,29","1,62",tr,"2,55","0,00","2,85","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0610F,C0610F,"Carne, boi, alcatra, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal","Meat, beef, rump centre/top/bottom sirloin, breaded (egg and breadcrumbs), fried (with soy oil), with salt",Bos taurus ,Carnes e derivados,,1177,282,"47,9","7,94","7,46","26,0","16,3","0,48","0,00","1,83","98,2","4,69","5,35","5,11","0,20","11,9","2,95",277,"27,9",201,318,"3,63","0,10","9,77","20,2","20,1","0,30","0,72","0,13","0,12","3,44","0,01","2,31",tr,"24,0","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0609F,C0609F,"Carne, boi, alcatra, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal","Meat, beef, rump centre/top/bottom sirloin, breaded (egg and breadcrumbs), fried (with soy oil), unsalted",Bos taurus ,Carnes e derivados,,1182,283,"48,1","7,98","7,50","26,1","16,4","0,48","0,00","1,39","98,6","4,71","5,37","5,13","0,20","11,8","2,96","98,3","28,0",202,319,"3,65","0,10","9,82","20,3","20,2","0,30","0,72","0,13","0,12","3,45","0,01","2,32",tr,"24,1","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0055F,C0055F,"Carne, boi, alcatra, crua (média de amostras frescas, resfriada, congelada)","Meat, beef, rump/top/bottom sirloin, raw (average of several samples)",Bos taurus ,Carnes e derivados,,565,134,"71,0","0,01","0,01","23,5","4,47","0,00","0,00","1,04","34,5","1,94","1,89","0,06","0,10","3,19","1,97","43,1","20,0",165,298,"2,96","0,03","2,56","3,52","3,52","0,07","0,24","0,12","0,07","3,59",tr,"2,24","0,00",NA,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0608F,C0608F,"Carne, boi, alcatra, frita (c/ óleo de soja), c/ sal","Meat, beef, rump centre/top/bottom sirloin, fried (with soy oil), with salt",Bos taurus ,Carnes e derivados,,1186,285,"48,0","0,00","0,00","29,2","18,6","0,00","0,00","1,56","84,4","5,88","6,34","5,05","0,24","4,24","2,91",227,"23,8",255,352,"4,42","0,12","5,17",tr,tr,"0,14","1,31","0,03","0,05","4,27","0,05","2,87","0,00","13,1","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0607F,C0607F,"Carne, boi, alcatra, frita (c/ óleo de soja), s/ sal","Meat, beef, rump centre/top/bottom sirloin, fried (with soy oil), unsalted",Bos taurus ,Carnes e derivados,,1192,286,"48,2","0,00","0,00","29,4","18,7","0,00","0,00","1,12","84,8","5,91","6,37","5,08","0,24","4,15","2,92","47,5","23,9",256,354,"4,44","0,12","5,20",tr,tr,"0,14","1,32","0,03","0,05","4,29","0,05","2,88","0,00","13,1","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0613F,C0613F,"Carne, boi, alcatra, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Meat, beef, rump centre/top/bottom sirloin, roasted/grilled, with tomato sauce (tomate, with oil, onion and garlic), unsalted",Bos taurus ,Carnes e derivados,,842,201,"58,9","1,34","0,83","25,9","10,4","0,51","0,00","1,31","73,8","4,24","4,16","0,86","0,18","5,93","2,63",122,"24,0",230,369,"3,91","0,11","4,59","27,3","13,7","0,12","0,62","0,05","0,05","3,73","0,05","2,50","4,07","14,7","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0952F,C0952F,"Carne, boi, baço, cozido, s/ óleo, s/ sal","Meat, beef, spleen, boiled, without oil, unsalted", ,Carnes e derivados,,581,138,"69,2","0,00","0,00","25,0","4,20","0,00","0,00","1,60",347,"1,39","1,12","0,31",NA,"12,0","40,0","57,0","19,0",305,284,"2,79","0,92","91,4","0,00","0,00",NA,NA,"0,05","0,30","5,57","0,04","5,02","50,3","4,00","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0890F,C0890F,"Carne, boi, bucho, cozida, c/ óleo, cebola e alho, c/ sal","Meat, beef, rumen, cooked, with oil, onion and garlic, with salt", ,Carnes e derivados,,564,134,"72,4","0,75","0,61","20,6","5,47","0,14","0,00","0,79",232,"2,45","1,60","0,82","0,14","13,4","0,57",215,"7,84","62,9","81,3","2,38","0,06","38,1",tr,tr,"0,00","0,21",tr,tr,"2,06","0,01","0,45","0,45","3,53","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0891F,C0891F,"Carne, boi, bucho, cozida, c/ óleo, cebola e alho, s/ sal","Meat, beef, rumen, cooked, with oil, onion and garlic, unsalted", ,Carnes e derivados,,567,135,"72,7","0,75","0,61","20,7","5,49","0,14","0,00","0,35",233,"2,47","1,61","0,82","0,14","13,4","0,57","36,4","7,87","63,2","81,6","2,39","0,06","38,3",tr,tr,"0,00","0,21",tr,tr,"2,07","0,01","0,46","0,45","3,54","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0889F,C0889F,"Carne, boi, bucho, cozida, s/ óleo, c/ sal","Meat, beef, rumen, cooked, without oil, with salt", ,Carnes e derivados,,532,127,"73,2","0,00","0,00","21,5","4,48","0,00","0,00","0,77",244,"2,39","1,39","0,10","0,14","13,3","0,58",217,"7,38","62,3","69,5","2,48","0,05","40,1",tr,tr,"0,00","0,06",tr,tr,"2,17",tr,"0,48","0,00","2,99","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0027F,C0027F,"Carne, boi, bucho, cozido, s/ óleo, s/ sal","Meat, beef, rumen, cooked, without oil, unsalted",Bos taurus ,Carnes e derivados,,535,127,"74,1","0,00","0,00","21,6","4,50","0,00","0,00","0,32",245,"2,40","1,40","0,10","0,14","13,2","0,58","38,2","7,41","62,6","69,8","2,49","0,05","40,3",tr,tr,"0,00","0,06",tr,tr,"2,18",tr,"0,48","0,00","3,00","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0056F,C0056F,"Carne, boi, bucho, cru","Meat, beef, rumen, raw",Bos taurus ,Carnes e derivados,,553,132,"75,0","0,00","0,00","20,5","5,50","0,00","0,00","0,37",144,"3,30","1,40","0,10","0,08","9,07","0,47","45,0","6,40","61,4","84,6","2,13","0,06",NA,tr,tr,NA,NA,tr,tr,"2,13",tr,NA,NA,NA,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0057F,C0057F,"Carne, boi, capa de contra-filé, c/ gordura, crua","Meat, beef, ribeye cap steak, with fat, raw",Bos taurus ,Carnes e derivados,,883,212,"64,8","0,17","0,17","19,2","15,0","0,00","0,00","0,90","62,8","6,90","6,20","0,10","0,31","5,86","1,51","57,5","17,5",144,266,"3,54","0,06",NA,"3,76","3,76","0,00","0,00","0,09","0,09","1,55","0,12","3,19","0,00","3,23","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0324F,C0324F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada,  c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt", ,Carnes e derivados,,1076,258,"55,3","1,53","1,03","24,9","17,1","0,50","0,00","1,24","96,3","7,20","7,20","0,85","0,24","8,08","2,17",323,"17,8",178,318,"5,01","0,13","0,07","26,7","13,4","0,10","0,23","0,02","0,06","1,39","0,01","3,07","3,98","9,08","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0322F,C0322F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, c/ manteiga, c/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with butter, with salt", ,Carnes e derivados,,1445,348,"44,6","0,00","0,00","27,7","26,2","0,00","0,00","1,47",128,"12,8","9,92","0,41","0,54","6,98","2,33",252,"16,7",192,291,"5,58","0,12","0,10","99,4","98,1","0,11","0,24","0,00","0,06","1,57","0,00","3,47","0,00","6,87","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0323F,C0323F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, c/ manteiga, s/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with butter, unsalted", ,Carnes e derivados,,1459,351,"44,5","0,24","0,24","27,7","26,6","0,00","0,00","1,02",129,"13,1","10,0","0,42","0,55","6,89","2,33","72,8","16,7",192,291,"5,58","0,12","0,11",104,102,"0,11","0,25","0,00","0,06","1,57","0,00","3,47","0,00","6,89","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0319F,C0319F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with with sauce (wheat flour, butter and milk), with salt", ,Carnes e derivados,,1171,281,"51,1","3,43","3,38","25,6","18,3","0,05","0,00","1,57","100,0","8,04","7,52","0,80","0,25","37,8","2,18",263,"18,1",197,299,"5,09","0,11","1,53","19,3","19,1","0,10","0,27","0,02","0,12","1,83","0,00","3,17","0,00","10,9","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0320F,C0320F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), with salt", ,Carnes e derivados,,1173,282,"52,0","2,29","2,26","24,8","19,3","0,03","0,00","1,54",105,"8,64","7,65","0,31","0,33","18,7","2,14",301,"16,7",188,294,"5,01","0,11","0,02","0,05","0,03","0,24","0,15","0,01","0,07","1,46","0,01","3,08","1,26","6,81","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0321F,C0321F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal","Meat, beef, ribeye cap steak, with fat, grilled, with mustard sauce (cream milk, lemon sauce and mustard), unsalted", ,Carnes e derivados,,1177,283,"52,3","2,34","2,31","24,8","19,4","0,03","0,00","1,10",105,"8,68","7,67","0,31","0,33","18,9","2,14",123,"16,8",189,294,"5,01","0,11","0,02","0,05","0,03","0,25","0,15","0,01","0,07","1,46","0,01","3,08","1,29","6,84","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0028F,C0028F,"Carne, boi, capa de contra-filé, c/ gordura, grelhada, s/ óleo, s/ sal","Meat, beef, ribeye cap steak, with fat, grilled, without oil, unsalted",Bos taurus ,Carnes e derivados,,1267,304,"47,9","0,27","0,27","30,7","20,0","0,00","0,00","1,13",120,"8,80","8,70","0,30","0,30","7,26","2,59","80,5","18,4",213,323,"6,20","0,13",NA,tr,tr,"0,13",NA,tr,"0,06","1,74",tr,"3,83","0,00","7,30","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0058F,C0058F,"Carne, boi, capa de contra-filé, s/ gordura, crua","Meat, beef, ribeye cap steak, without fat, raw",Bos taurus ,Carnes e derivados,,529,126,"73,0","0,14","0,14","21,5","4,33","0,00","0,00","1,00","58,3","1,90","1,90","0,10","0,06","6,50","2,04","79,2","19,6",178,325,"4,59","0,06",NA,tr,tr,"0,04",NA,tr,"0,04","1,81",tr,"2,45","0,00","2,48","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0333F,C0333F,"Carne, boi, capa de contra-filé, s/ gordura, grelhada,  c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Meat, beef, ribeye cap steak, without fat, grilled, with tomato sauce (tomato, with oil, onion and garlic), with salt", ,Carnes e derivados,,833,199,"60,0","1,31","0,81","28,4","8,99","0,50","0,00","1,33","64,2","3,60","3,68","0,77","0,12","9,35","2,37",324,"23,6",237,368,"6,16","0,12","0,07","26,7","13,4","0,05","0,23","0,05","0,07","1,49","0,01","2,72","3,98","8,42","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0331F,C0331F,"Carne, boi, capa de contra-filé, s/ gordura, grelhada, c/ manteiga, c/ sal","Meat, beef, ribeye cap steak, without fat, grilled, with butter, with salt", ,Carnes e derivados,,1172,281,"49,7","0,00","0,00","31,6","17,2","0,00","0,00","1,58","92,7","8,79","5,96","0,32","0,40","8,41","2,56",254,"23,2",259,346,"6,87","0,11","0,10","99,4","98,1","0,06","0,24","0,02","0,07","1,67","0,00","3,08","0,00","6,13","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0332F,C0332F,"Carne, boi, capa de contra-filé, s/ gordura, grelhada, c/ manteiga, s/ sal","Meat, beef, ribeye cap steak, without fat, grilled, with butter, unsalted", ,Carnes e derivados,,1186,284,"49,7","0,00","0,00","31,6","17,6","0,00","0,00","1,13","93,7","9,02","6,06","0,33","0,42","8,32","2,56","74,9","23,2",259,346,"6,87","0,11","0,11",104,102,"0,06","0,25","0,02","0,07","1,67","0,00","3,08","0,00","6,15","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0328F,C0328F,"Carne, boi, capa de contra-filé, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal","Meat, beef, ribeye cap steak, without fat, grilled, with with sauce (wheat flour, butter and milk), with salt", ,Carnes e derivados,,928,221,"55,8","3,21","3,16","29,1","10,2","0,05","0,00","1,66","67,9","4,44","4,00","0,72","0,13","39,0","2,38",265,"23,9",256,349,"6,24","0,10","1,53","19,3","19,1","0,05","0,27","0,04","0,13","1,92","0,00","2,83","0,00","10,2","0,45","0,00",,,,
